1, 133, 115, 1.15
101, 120, 103, 1.16
201, 120, 100, 1.20
301, 117, 98, 1.19
401, 122, 103, 1.18
501, 109, 92, 1.18
601, 103, 98, 1.05
701, 120, 98, 1.22
801, 120, 104, 1.15
901, 122, 110, 1.10
1001, 116, 109, 1.06
1101, 122, 112, 1.08
1201, 117, 111, 1.05
1301, 123, 115, 1.06
1401, 124, 97, 1.27
1501, 119, 97, 1.22
1601, 143, 106, 1.34
1701, 122, 113, 1.07
1801, 111, 100, 1.11
1901, 108, 98, 1.10
2001, 113, 99, 1.14
2101, 120, 95, 1.26
2201, 119, 99, 1.20
2301, 116, 97, 1.19
2401, 129, 95, 1.35
2501, 121, 104, 1.16
2601, 116, 104, 1.11
2701, 127, 97, 1.30
2801, 115, 104, 1.10
2901, 116, 99, 1.17
3001, 118, 93, 1.26
3101, 105, 99, 1.06
3201, 114, 97, 1.17
3301, 124, 94, 1.31
3401, 108, 91, 1.18
3501, 114, 99, 1.15
3601, 130, 95, 1.36
3701, 107, 96, 1.11
3801, 109, 98, 1.11
3901, 113, 126, .89
4001, 109, 94, 1.15
4101, 112, 96, 1.16
4201, 130, 100, 1.30
4301, 122, 97, 1.25
4401, 150, 96, 1.56
4501, 129, 101, 1.27
4601, 127, 99, 1.28
4701, 129, 96, 1.34
4801, 112, 100, 1.12
4901, 113, 97, 1.16
5001, 112, 96, 1.16
5101, 109, 95, 1.14
5201, 131, 98, 1.33
5301, 122, 98, 1.24
5401, 110, 96, 1.14
5501, 116, 97, 1.19
5601, 115, 98, 1.17
5701, 115, 93, 1.23
5801, 107, 100, 1.07
5901, 114, 96, 1.18
6001, 123, 101, 1.21
6101, 159, 107, 1.48
6201, 118, 112, 1.05
6301, 109, 101, 1.07
6401, 123, 99, 1.24
6501, 113, 99, 1.14
6601, 132, 95, 1.38
6701, 116, 102, 1.13
6801, 110, 98, 1.12
6901, 112, 98, 1.14
7001, 105, 103, 1.01
7101, 125, 94, 1.32
7201, 130, 101, 1.28
7301, 112, 98, 1.14
7401, 112, 94, 1.19
7501, 113, 99, 1.14
7601, 112, 100, 1.12
7701, 113, 93, 1.21
7801, 124, 111, 1.11
7901, 110, 100, 1.10
8001, 110, 96, 1.14
8101, 115, 98, 1.17
8201, 113, 93, 1.21
8301, 112, 100, 1.12
8401, 113, 102, 1.10
8501, 115, 94, 1.22
8601, 117, 96, 1.21
8701, 109, 97, 1.12
8801, 110, 98, 1.12
8901, 108, 101, 1.06
9001, 106, 98, 1.08
9101, 108, 97, 1.11
9201, 117, 96, 1.21
9301, 117, 94, 1.24
9401, 133, 94, 1.41
9501, 109, 98, 1.11
9601, 104, 97, 1.07
9701, 125, 99, 1.26
9801, 125, 105, 1.19
9901, 114, 101, 1.12
10001, 129, 102, 1.26
10101, 121, 101, 1.19
10201, 120, 98, 1.22
10301, 125, 101, 1.23
10401, 112, 99, 1.13
